HRP age min,HRP age max,ln(income) min,ln(income) max,probability
15,25,7.70124371858,7.95124371858,0.004084196
15,24,7.95124371858,8.20124371858,0.0284380253
15,24,8.20124371858,8.45124371858,0
15,24,8.45124371858,8.70124371858,0.0676664302
15,24,8.70124371858,8.95124371858,0.0567060074
15,24,8.95124371858,9.20124371858,0.0824545389
15,24,9.20124371858,9.45124371858,0.0709821832
15,24,9.45124371858,9.70124371858,0.0944539739
15,24,9.70124371858,9.95124371858,0.1395590205
15,24,9.95124371858,10.2012437186,0.1163681671
15,24,10.2012437186,10.4512437186,0.1386618991
15,24,10.4512437186,10.7012437186,0.1088109437
15,24,10.7012437186,10.9512437186,0.071190512
15,24,10.9512437186,11.2012437186,0.0206241027
15,24,11.2012437186,11.4512437186,0
15,24,11.4512437186,11.7012437186,0
25,34,7.70124371858,7.95124371858,0
25,34,7.95124371858,8.20124371858,0.0083307809
25,34,8.20124371858,8.45124371858,0.0203968542
25,34,8.45124371858,8.70124371858,0.0087417755
25,34,8.70124371858,8.95124371858,0.0141049345
25,34,8.95124371858,9.20124371858,0.0281925068
25,34,9.20124371858,9.45124371858,0.0339395458
25,34,9.45124371858,9.70124371858,0.0504746708
25,34,9.70124371858,9.95124371858,0.0796645317
25,34,9.95124371858,10.2012437186,0.1170115854
25,34,10.2012437186,10.4512437186,0.1429558209
25,34,10.4512437186,10.7012437186,0.1653760456
25,34,10.7012437186,10.9512437186,0.1431394456
25,34,10.9512437186,11.2012437186,0.0905881778
25,34,11.2012437186,11.4512437186,0.0559203451
25,34,11.4512437186,11.7012437186,0.0411629794
35,44,7.70124371858,7.95124371858,0
35,44,7.95124371858,8.20124371858,0.0092826104
35,44,8.20124371858,8.45124371858,0.0081542999
35,44,8.45124371858,8.70124371858,0.0086761594
35,44,8.70124371858,8.95124371858,0.0139147563
35,44,8.95124371858,9.20124371858,0.020638039
35,44,9.20124371858,9.45124371858,0.0304526243
35,44,9.45124371858,9.70124371858,0.0536154206
35,44,9.70124371858,9.95124371858,0.0816650592
35,44,9.95124371858,10.2012437186,0.1127644581
35,44,10.2012437186,10.4512437186,0.1319917882
35,44,10.4512437186,10.7012437186,0.1376260203
35,44,10.7012437186,10.9512437186,0.1513484775
35,44,10.9512437186,11.2012437186,0.1120105229
35,44,11.2012437186,11.4512437186,0.0669798576
35,44,11.4512437186,11.7012437186,0.0608799064
45,54,7.70124371858,7.95124371858,0.0013674458
45,54,7.95124371858,8.20124371858,0.0087407772
45,54,8.20124371858,8.45124371858,0.0183054408
45,54,8.45124371858,8.70124371858,0.0177147952
45,54,8.70124371858,8.95124371858,0.018028825
45,54,8.95124371858,9.20124371858,0.0376623825
45,54,9.20124371858,9.45124371858,0.0264233874
45,54,9.45124371858,9.70124371858,0.0506918609
45,54,9.70124371858,9.95124371858,0.0522041671
45,54,9.95124371858,10.2012437186,0.083857556
45,54,10.2012437186,10.4512437186,0.1070733132
45,54,10.4512437186,10.7012437186,0.1372267042
45,54,10.7012437186,10.9512437186,0.1470025877
45,54,10.9512437186,11.2012437186,0.1051721321
45,54,11.2012437186,11.4512437186,0.085020473
45,54,11.4512437186,11.7012437186,0.103508152
55,64,7.70124371858,7.95124371858,0.0024396516
55,64,7.95124371858,8.20124371858,0.004461858
55,64,8.20124371858,8.45124371858,0.0144219878
55,64,8.45124371858,8.70124371858,0.0141980714
55,64,8.70124371858,8.95124371858,0.0477283163
55,64,8.95124371858,9.20124371858,0.043665514
55,64,9.20124371858,9.45124371858,0.0574548915
55,64,9.45124371858,9.70124371858,0.0603133421
55,64,9.70124371858,9.95124371858,0.0888564609
55,64,9.95124371858,10.2012437186,0.1117520302
55,64,10.2012437186,10.4512437186,0.1212587156
55,64,10.4512437186,10.7012437186,0.140152244
55,64,10.7012437186,10.9512437186,0.0994452048
55,64,10.9512437186,11.2012437186,0.0900646876
55,64,11.2012437186,11.4512437186,0.0443845209
55,64,11.4512437186,11.7012437186,0.0594025035
65,74,7.70124371858,7.95124371858,0
65,74,7.95124371858,8.20124371858,0.0011670342
65,74,8.20124371858,8.45124371858,0.0012639521
65,74,8.45124371858,8.70124371858,0.0071317499
65,74,8.70124371858,8.95124371858,0.0461660622
65,74,8.95124371858,9.20124371858,0.0830179632
65,74,9.20124371858,9.45124371858,0.0957014698
65,74,9.45124371858,9.70124371858,0.1228734418
65,74,9.70124371858,9.95124371858,0.1286331161
65,74,9.95124371858,10.2012437186,0.1439897362
65,74,10.2012437186,10.4512437186,0.1216759382
65,74,10.4512437186,10.7012437186,0.1134163788
65,74,10.7012437186,10.9512437186,0.063504079
65,74,10.9512437186,11.2012437186,0.0279290473
65,74,11.2012437186,11.4512437186,0.0209323253
65,74,11.4512437186,11.7012437186,0.022597706
75,80,7.70124371858,7.95124371858,0
75,80,7.95124371858,8.20124371858,0.001354997
75,80,8.20124371858,8.45124371858,0.0011889642
75,80,8.45124371858,8.70124371858,0.0013374688
75,80,8.70124371858,8.95124371858,0.0690335594
75,80,8.95124371858,9.20124371858,0.1419080444
75,80,9.20124371858,9.45124371858,0.1473310147
75,80,9.45124371858,9.70124371858,0.1757904649
75,80,9.70124371858,9.95124371858,0.1464668029
75,80,9.95124371858,10.2012437186,0.1466034042
75,80,10.2012437186,10.4512437186,0.0746724489
75,80,10.4512437186,10.7012437186,0.0583794467
75,80,10.7012437186,10.9512437186,0.0175400272
75,80,10.9512437186,11.2012437186,0.0119906359
75,80,11.2012437186,11.4512437186,0.0049434823
75,80,11.4512437186,11.7012437186,0.0014592386
