# Log Gross Income (lower edge), Log Gross Income (upper edge), Log Net Wealth (lower edge), Log Net Wealth (upper edge), Probability
8.294049640102028, 8.448993399254363, 0.0, 0.8032769200109822, 0.03408860278799743
8.294049640102028, 8.448993399254363, 0.8032769200109822, 1.6065538400219643, 0.023383904670331485
8.294049640102028, 8.448993399254363, 1.6065538400219643, 2.4098307600329463, 0.07992196875725212
8.294049640102028, 8.448993399254363, 2.4098307600329463, 3.2131076800439287, 0.0
8.294049640102028, 8.448993399254363, 3.2131076800439287, 4.016384600054911, 0.02428151717857066
8.294049640102028, 8.448993399254363, 4.016384600054911, 4.8196615200658925, 0.061511476027475975
8.294049640102028, 8.448993399254363, 4.8196615200658925, 5.622938440076875, 0.08123612403249601
8.294049640102028, 8.448993399254363, 5.622938440076875, 6.426215360087857, 0.09579662597412616
8.294049640102028, 8.448993399254363, 6.426215360087857, 7.22949228009884, 0.033285966372785705
8.294049640102028, 8.448993399254363, 7.22949228009884, 8.032769200109822, 0.05162016638210315
8.294049640102028, 8.448993399254363, 8.032769200109822, 8.836046120120804, 0.208995549966919
8.294049640102028, 8.448993399254363, 8.836046120120804, 9.639323040131785, 0.12306982105004477
8.294049640102028, 8.448993399254363, 9.639323040131785, 10.442599960142768, 0.044846778409571644
8.294049640102028, 8.448993399254363, 10.442599960142768, 11.24587688015375, 0.12172901862051322
8.294049640102028, 8.448993399254363, 11.24587688015375, 12.049153800164733, 0.016232479769812652
8.294049640102028, 8.448993399254363, 12.049153800164733, 12.852430720175715, 0.0
8.294049640102028, 8.448993399254363, 12.852430720175715, 13.655707640186696, 0.0
8.294049640102028, 8.448993399254363, 13.655707640186696, 14.45898456019768, 0.0
8.294049640102028, 8.448993399254363, 14.45898456019768, 15.262261480208661, 0.0
8.294049640102028, 8.448993399254363, 15.262261480208661, 16.065538400219644, 0.0
8.448993399254363, 8.603937158406696, 0.0, 0.8032769200109822, 0.07277871592307958
8.448993399254363, 8.603937158406696, 0.8032769200109822, 1.6065538400219643, 0.0
8.448993399254363, 8.603937158406696, 1.6065538400219643, 2.4098307600329463, 0.010662366843661598
8.448993399254363, 8.603937158406696, 2.4098307600329463, 3.2131076800439287, 0.0
8.448993399254363, 8.603937158406696, 3.2131076800439287, 4.016384600054911, 0.07480393541852562
8.448993399254363, 8.603937158406696, 4.016384600054911, 4.8196615200658925, 0.018304252932749718
8.448993399254363, 8.603937158406696, 4.8196615200658925, 5.622938440076875, 0.04210379595050638
8.448993399254363, 8.603937158406696, 5.622938440076875, 6.426215360087857, 0.08104253536942987
8.448993399254363, 8.603937158406696, 6.426215360087857, 7.22949228009884, 0.06643436287229022
8.448993399254363, 8.603937158406696, 7.22949228009884, 8.032769200109822, 0.1459867210951799
8.448993399254363, 8.603937158406696, 8.032769200109822, 8.836046120120804, 0.05779229141310376
8.448993399254363, 8.603937158406696, 8.836046120120804, 9.639323040131785, 0.12004205388574937
8.448993399254363, 8.603937158406696, 9.639323040131785, 10.442599960142768, 0.07411427889875276
8.448993399254363, 8.603937158406696, 10.442599960142768, 11.24587688015375, 0.09424825990908305
8.448993399254363, 8.603937158406696, 11.24587688015375, 12.049153800164733, 0.1336148577697601
8.448993399254363, 8.603937158406696, 12.049153800164733, 12.852430720175715, 0.0
8.448993399254363, 8.603937158406696, 12.852430720175715, 13.655707640186696, 0.008071571718127973
8.448993399254363, 8.603937158406696, 13.655707640186696, 14.45898456019768, 0.0
8.448993399254363, 8.603937158406696, 14.45898456019768, 15.262261480208661, 0.0
8.448993399254363, 8.603937158406696, 15.262261480208661, 16.065538400219644, 0.0
8.603937158406696, 8.758880917559031, 0.0, 0.8032769200109822, 0.0
8.603937158406696, 8.758880917559031, 0.8032769200109822, 1.6065538400219643, 0.0
8.603937158406696, 8.758880917559031, 1.6065538400219643, 2.4098307600329463, 0.0
8.603937158406696, 8.758880917559031, 2.4098307600329463, 3.2131076800439287, 0.024258602947086438
8.603937158406696, 8.758880917559031, 3.2131076800439287, 4.016384600054911, 0.017222530966820665
8.603937158406696, 8.758880917559031, 4.016384600054911, 4.8196615200658925, 0.050876550421736624
8.603937158406696, 8.758880917559031, 4.8196615200658925, 5.622938440076875, 0.11876321003490528
8.603937158406696, 8.758880917559031, 5.622938440076875, 6.426215360087857, 0.1672242208654227
8.603937158406696, 8.758880917559031, 6.426215360087857, 7.22949228009884, 0.13759866492134507
8.603937158406696, 8.758880917559031, 7.22949228009884, 8.032769200109822, 0.05665013105622037
8.603937158406696, 8.758880917559031, 8.032769200109822, 8.836046120120804, 0.16194416803672673
8.603937158406696, 8.758880917559031, 8.836046120120804, 9.639323040131785, 0.11261164748943743
8.603937158406696, 8.758880917559031, 9.639323040131785, 10.442599960142768, 0.1012724764125011
8.603937158406696, 8.758880917559031, 10.442599960142768, 11.24587688015375, 0.029131353536372414
8.603937158406696, 8.758880917559031, 11.24587688015375, 12.049153800164733, 0.009973683434188715
8.603937158406696, 8.758880917559031, 12.049153800164733, 12.852430720175715, 0.012472759877236204
8.603937158406696, 8.758880917559031, 12.852430720175715, 13.655707640186696, 0.0
8.603937158406696, 8.758880917559031, 13.655707640186696, 14.45898456019768, 0.0
8.603937158406696, 8.758880917559031, 14.45898456019768, 15.262261480208661, 0.0
8.603937158406696, 8.758880917559031, 15.262261480208661, 16.065538400219644, 0.0
8.758880917559031, 8.913824676711366, 0.0, 0.8032769200109822, 0.0032423158072329406
8.758880917559031, 8.913824676711366, 0.8032769200109822, 1.6065538400219643, 0.0
8.758880917559031, 8.913824676711366, 1.6065538400219643, 2.4098307600329463, 0.015422704788671778
8.758880917559031, 8.913824676711366, 2.4098307600329463, 3.2131076800439287, 0.007802204905933351
8.758880917559031, 8.913824676711366, 3.2131076800439287, 4.016384600054911, 0.044341464316299255
8.758880917559031, 8.913824676711366, 4.016384600054911, 4.8196615200658925, 0.06229111446899871
8.758880917559031, 8.913824676711366, 4.8196615200658925, 5.622938440076875, 0.05247547198468843
8.758880917559031, 8.913824676711366, 5.622938440076875, 6.426215360087857, 0.0792100850275771
8.758880917559031, 8.913824676711366, 6.426215360087857, 7.22949228009884, 0.10641346016468346
8.758880917559031, 8.913824676711366, 7.22949228009884, 8.032769200109822, 0.18410534791663152
8.758880917559031, 8.913824676711366, 8.032769200109822, 8.836046120120804, 0.08778485089039427
8.758880917559031, 8.913824676711366, 8.836046120120804, 9.639323040131785, 0.15339682294710602
8.758880917559031, 8.913824676711366, 9.639323040131785, 10.442599960142768, 0.06898997238585115
8.758880917559031, 8.913824676711366, 10.442599960142768, 11.24587688015375, 0.07786582294533681
8.758880917559031, 8.913824676711366, 11.24587688015375, 12.049153800164733, 0.04853348680112352
8.758880917559031, 8.913824676711366, 12.049153800164733, 12.852430720175715, 0.003628071681278136
8.758880917559031, 8.913824676711366, 12.852430720175715, 13.655707640186696, 0.0
8.758880917559031, 8.913824676711366, 13.655707640186696, 14.45898456019768, 0.004496802968193242
8.758880917559031, 8.913824676711366, 14.45898456019768, 15.262261480208661, 0.0
8.758880917559031, 8.913824676711366, 15.262261480208661, 16.065538400219644, 0.0
8.913824676711366, 9.068768435863701, 0.0, 0.8032769200109822, 0.011702994762017246
8.913824676711366, 9.068768435863701, 0.8032769200109822, 1.6065538400219643, 0.0
8.913824676711366, 9.068768435863701, 1.6065538400219643, 2.4098307600329463, 0.011363995558960343
8.913824676711366, 9.068768435863701, 2.4098307600329463, 3.2131076800439287, 0.009421410051742747
