# Log Gross Income (lower edge), Log Gross Income (upper edge), Log Gross Wealth (lower edge), Log Gross Wealth (upper edge), Probability
8.294049640102028, 8.448993399254363, 0.0, 0.8032769200109822, 0.033699461564435866
8.294049640102028, 8.448993399254363, 0.8032769200109822, 1.6065538400219643, 0.06463201006582917
8.294049640102028, 8.448993399254363, 1.6065538400219643, 2.4098307600329463, 0.056180404252392666
8.294049640102028, 8.448993399254363, 2.4098307600329463, 3.2131076800439287, 0.0
8.294049640102028, 8.448993399254363, 3.2131076800439287, 4.016384600054911, 0.053517796435264636
8.294049640102028, 8.448993399254363, 4.016384600054911, 4.8196615200658925, 0.043238919700303136
8.294049640102028, 8.448993399254363, 4.8196615200658925, 5.622938440076875, 0.10785785198829051
8.294049640102028, 8.448993399254363, 5.622938440076875, 6.426215360087857, 0.16197330061717216
8.294049640102028, 8.448993399254363, 6.426215360087857, 7.22949228009884, 0.029372319900617602
8.294049640102028, 8.448993399254363, 7.22949228009884, 8.032769200109822, 0.0667684015705756
8.294049640102028, 8.448993399254363, 8.032769200109822, 8.836046120120804, 0.1602449421238418
8.294049640102028, 8.448993399254363, 8.836046120120804, 9.639323040131785, 0.06524823373457772
8.294049640102028, 8.448993399254363, 9.639323040131785, 10.442599960142768, 0.054127239254181496
8.294049640102028, 8.448993399254363, 10.442599960142768, 11.24587688015375, 0.09172864818390782
8.294049640102028, 8.448993399254363, 11.24587688015375, 12.049153800164733, 0.011410470608609858
8.294049640102028, 8.448993399254363, 12.049153800164733, 12.852430720175715, 0.0
8.294049640102028, 8.448993399254363, 12.852430720175715, 13.655707640186696, 0.0
8.294049640102028, 8.448993399254363, 13.655707640186696, 14.45898456019768, 0.0
8.294049640102028, 8.448993399254363, 14.45898456019768, 15.262261480208661, 0.0
8.294049640102028, 8.448993399254363, 15.262261480208661, 16.065538400219644, 0.0
8.448993399254363, 8.603937158406696, 0.0, 0.8032769200109822, 0.053940352600410836
8.448993399254363, 8.603937158406696, 0.8032769200109822, 1.6065538400219643, 0.0
8.448993399254363, 8.603937158406696, 1.6065538400219643, 2.4098307600329463, 0.08725747941336835
8.448993399254363, 8.603937158406696, 2.4098307600329463, 3.2131076800439287, 0.0
8.448993399254363, 8.603937158406696, 3.2131076800439287, 4.016384600054911, 0.031602826249414594
8.448993399254363, 8.603937158406696, 4.016384600054911, 4.8196615200658925, 0.032323104997298305
8.448993399254363, 8.603937158406696, 4.8196615200658925, 5.622938440076875, 0.05026295300795356
8.448993399254363, 8.603937158406696, 5.622938440076875, 6.426215360087857, 0.14525175754923483
8.448993399254363, 8.603937158406696, 6.426215360087857, 7.22949228009884, 0.07933930937285476
8.448993399254363, 8.603937158406696, 7.22949228009884, 8.032769200109822, 0.11985589790894012
8.448993399254363, 8.603937158406696, 8.032769200109822, 8.836046120120804, 0.0550247091224218
8.448993399254363, 8.603937158406696, 8.836046120120804, 9.639323040131785, 0.11534708178806755
8.448993399254363, 8.603937158406696, 9.639323040131785, 10.442599960142768, 0.05493021257408783
8.448993399254363, 8.603937158406696, 10.442599960142768, 11.24587688015375, 0.0698526252763816
8.448993399254363, 8.603937158406696, 11.24587688015375, 12.049153800164733, 0.0990293995894622
8.448993399254363, 8.603937158406696, 12.049153800164733, 12.852430720175715, 0.0
8.448993399254363, 8.603937158406696, 12.852430720175715, 13.655707640186696, 0.005982290550103785
8.448993399254363, 8.603937158406696, 13.655707640186696, 14.45898456019768, 0.0
8.448993399254363, 8.603937158406696, 14.45898456019768, 15.262261480208661, 0.0
8.448993399254363, 8.603937158406696, 15.262261480208661, 16.065538400219644, 0.0
8.603937158406696, 8.758880917559031, 0.0, 0.8032769200109822, 0.00790134449475808
8.603937158406696, 8.758880917559031, 0.8032769200109822, 1.6065538400219643, 0.0
8.603937158406696, 8.758880917559031, 1.6065538400219643, 2.4098307600329463, 0.03776173720413729
8.603937158406696, 8.758880917559031, 2.4098307600329463, 3.2131076800439287, 0.041614442000485495
8.603937158406696, 8.758880917559031, 3.2131076800439287, 4.016384600054911, 0.043131249543046785
8.603937158406696, 8.758880917559031, 4.016384600054911, 4.8196615200658925, 0.05092968370819553
8.603937158406696, 8.758880917559031, 4.8196615200658925, 5.622938440076875, 0.11267176607375261
8.603937158406696, 8.758880917559031, 5.622938440076875, 6.426215360087857, 0.17266603728439553
8.603937158406696, 8.758880917559031, 6.426215360087857, 7.22949228009884, 0.09777496718200972
8.603937158406696, 8.758880917559031, 7.22949228009884, 8.032769200109822, 0.0914266332319662
8.603937158406696, 8.758880917559031, 8.032769200109822, 8.836046120120804, 0.1326618524049755
8.603937158406696, 8.758880917559031, 8.836046120120804, 9.639323040131785, 0.0916877445334514
8.603937158406696, 8.758880917559031, 9.639323040131785, 10.442599960142768, 0.0793564951514195
8.603937158406696, 8.758880917559031, 10.442599960142768, 11.24587688015375, 0.022827151043953935
8.603937158406696, 8.758880917559031, 11.24587688015375, 12.049153800164733, 0.007815317538628784
8.603937158406696, 8.758880917559031, 12.049153800164733, 12.852430720175715, 0.009773578604823512
8.603937158406696, 8.758880917559031, 12.852430720175715, 13.655707640186696, 0.0
8.603937158406696, 8.758880917559031, 13.655707640186696, 14.45898456019768, 0.0
8.603937158406696, 8.758880917559031, 14.45898456019768, 15.262261480208661, 0.0
8.603937158406696, 8.758880917559031, 15.262261480208661, 16.065538400219644, 0.0
8.758880917559031, 8.913824676711366, 0.0, 0.8032769200109822, 0.04480627406691783
8.758880917559031, 8.913824676711366, 0.8032769200109822, 1.6065538400219643, 0.017470459191884048
8.758880917559031, 8.913824676711366, 1.6065538400219643, 2.4098307600329463, 0.034333195507493
8.758880917559031, 8.913824676711366, 2.4098307600329463, 3.2131076800439287, 0.010381404026131783
8.758880917559031, 8.913824676711366, 3.2131076800439287, 4.016384600054911, 0.05092721526799992
8.758880917559031, 8.913824676711366, 4.016384600054911, 4.8196615200658925, 0.057586861526577326
8.758880917559031, 8.913824676711366, 4.8196615200658925, 5.622938440076875, 0.07842527322393011
8.758880917559031, 8.913824676711366, 5.622938440076875, 6.426215360087857, 0.09666712596140575
8.758880917559031, 8.913824676711366, 6.426215360087857, 7.22949228009884, 0.1062342452869155
8.758880917559031, 8.913824676711366, 7.22949228009884, 8.032769200109822, 0.14951933926340663
8.758880917559031, 8.913824676711366, 8.032769200109822, 8.836046120120804, 0.08518703335968263
8.758880917559031, 8.913824676711366, 8.836046120120804, 9.639323040131785, 0.1103713044918638
8.758880917559031, 8.913824676711366, 9.639323040131785, 10.442599960142768, 0.056903765066117384
8.758880917559031, 8.913824676711366, 10.442599960142768, 11.24587688015375, 0.05856917417182812
8.758880917559031, 8.913824676711366, 11.24587688015375, 12.049153800164733, 0.03650595516876071
8.758880917559031, 8.913824676711366, 12.049153800164733, 12.852430720175715, 0.0027289657281068026
8.758880917559031, 8.913824676711366, 12.852430720175715, 13.655707640186696, 0.0
